"order_year","product_key","product_name","brand","subcategory","category","number_of_goods_sold","revenue_of_goods","profit","profit_margin"
2017,225,Litware Home Theater System 5.1 Channel M511 Brown,Litware,Home Theater System,TV and Video,3,2097.00,1132.68,0.540143
2017,601,Contoso Projector 720p M620 Silver,Contoso,Projectors & Screens,Computers,3,2097.00,1132.68,0.540143
2017,336,SV Car Video LCD7W M7082 Brown,Southridge Video,Car Video,TV and Video,3,2097.00,1132.68,0.540143
2017,635,WWI Projector 720p LCD56 Silver,Wide World Importers,Projectors & Screens,Computers,3,2097.00,1132.68,0.540143
2017,1554,The Phone Company PDA GPS Phone 3.7 inch M930 Silver,The Phone Company,Smart phones & PDAs,Cell phones,7,2086.00,1126.72,0.540134
2017,2132,Contoso Coffee Maker 5C E0900 White,Contoso,Coffee Machines,Home Appliances,14,2086.00,1022.56,0.490201
2017,1642,Contoso DVD External DVD Burner M200 Black,Contoso,Movie DVD,"Music, Movies and Audio Books",36,2083.68,1125.36,0.540082
2017,1027,A. Datum Full Frame Digital Camera X300 Green,A. Datum,Digital Cameras,Cameras and camcorders,9,2079.00,1390.23,0.668701
2017,851,Contoso Laptop Keyboard X105 White,Contoso,Computers Accessories,Computers,9,2078.10,1389.60,0.668687
2017,167,SV 8xDVD E100 Black,Southridge Video,VCD & DVD,TV and Video,30,2070.00,1014.60,0.490144
2017,2337,Litware Chandelier M6015 Grey,Litware,Lamps,Home Appliances,9,2069.91,1118.07,0.540153
2017,1098,Contoso SLR Camera M145 Pink,Contoso,Digital SLR Cameras,Cameras and camcorders,6,2058.00,1111.62,0.540145
2017,968,A. Datum Bridge Digital Camera M300 Grey,A. Datum,Digital Cameras,Cameras and camcorders,11,2055.90,1110.45,0.540128
2017,738,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Green,Proseware,"Printers, Scanners & Fax",Computers,9,2052.00,1372.14,0.668684
2017,520,WWI LCD22W M2003 Black,Wide World Importers,Monitors,Computers,3,2037.00,1362.09,0.668674
2017,1047,"A. Datum SLR Camera 35"" M358 Black",A. Datum,Digital SLR Cameras,Cameras and camcorders,6,2028.00,1095.42,0.540147
2017,1059,"A. Datum SLR Camera 35"" M358 Silver Grey",A. Datum,Digital SLR Cameras,Cameras and camcorders,6,2028.00,1095.42,0.540147
2017,1063,"A. Datum SLR Camera 35"" M358 Gold",A. Datum,Digital SLR Cameras,Cameras and camcorders,6,2028.00,1095.42,0.540147
2017,1643,Contoso DVD External DVD Burner M200 Grey,Contoso,Movie DVD,"Music, Movies and Audio Books",35,2025.80,1094.10,0.540082
2017,179,SV 16xDVD M300 Silver,Southridge Video,VCD & DVD,TV and Video,17,2023.00,1092.76,0.540168
2017,1092,Contoso SLR Camera X144 Gold,Contoso,Digital SLR Cameras,Cameras and camcorders,3,2019.00,1350.06,0.668677
2017,1118,Fabrikam SLR Camera M147 Grey,Fabrikam,Digital SLR Cameras,Cameras and camcorders,6,2004.00,1082.46,0.540149
2017,292,SV Car Video LCD7W M7080 Black,Southridge Video,Car Video,TV and Video,4,2000.00,1080.28,0.540140
2017,2358,Contoso Air conditioner 8000BTU M0320 Red,Contoso,Air Conditioners,Home Appliances,5,1999.95,1080.25,0.540138
2017,2032,Litware Microwave 2.2CuFt M125 Grey,Litware,Microwaves,Home Appliances,10,1999.90,1080.20,0.540127
2017,1856,NT Washer & Dryer 15.5in E1550 Silver,Northwind Traders,Washers & Dryers,Home Appliances,2,1999.80,980.24,0.490169
2017,625,WWI Projector 720p DLP56 White,Wide World Importers,Projectors & Screens,Computers,2,1998.00,1079.20,0.540140
2017,554,Proseware Projector 720p DLP56 White,Proseware,Projectors & Screens,Computers,2,1998.00,1079.20,0.540140
2017,2001,Fabrikam Microwave 1.5CuFt X1100 Red,Fabrikam,Microwaves,Home Appliances,3,1997.82,1335.90,0.668678
2017,2061,Contoso Microwave 1.5CuFt X0110 Silver,Contoso,Microwaves,Home Appliances,3,1997.82,1335.90,0.668678
2017,1420,The Phone Company Finger Touch Screen Phones M30 Black,The Phone Company,Touch Screen Phones,Cell phones,10,1990.00,1074.90,0.540150
2017,1552,The Phone Company PDA Palm 4.7 inch L850 Silver,The Phone Company,Smart phones & PDAs,Cell phones,5,1990.00,1330.65,0.668668
2017,1570,The Phone Company PDA Palm 4.7 inch L850 White,The Phone Company,Smart phones & PDAs,Cell phones,5,1990.00,1330.65,0.668668
2017,1534,The Phone Company PDA Palm 4.7 inch L850 Black,The Phone Company,Smart phones & PDAs,Cell phones,5,1990.00,1330.65,0.668668
2017,1848,NT Washer & Dryer 25.5in M2550 White,Northwind Traders,Washers & Dryers,Home Appliances,1,1989.90,1074.82,0.540137
2017,1893,Contoso Washer & Dryer 25.5in M255 Pink,Contoso,Washers & Dryers,Home Appliances,1,1989.00,1074.33,0.540135
2017,1833,Litware Washer & Dryer 25.5in M350 Silver,Litware,Washers & Dryers,Home Appliances,1,1989.00,1074.33,0.540135
2017,1838,Litware Washer & Dryer 25.5in M350 Blue,Litware,Washers & Dryers,Home Appliances,1,1989.00,1074.33,0.540135
2017,1188,"Fabrikam Social Videographer 1"" 25mm E400 Orange",Fabrikam,Camcorders,Cameras and camcorders,11,1980.00,970.53,0.490166
2017,984,A. Datum Point Shoot Digital Camera M500 Pink,A. Datum,Digital Cameras,Cameras and camcorders,10,1980.00,1069.50,0.540151
2017,1911,Fabrikam Refrigerator 9.7CuFt M5600 Silver,Fabrikam,Refrigerators,Home Appliances,4,1972.00,1065.16,0.540141
2017,1120,Fabrikam SLR Camera X148 Silver Grey,Fabrikam,Digital SLR Cameras,Cameras and camcorders,3,1971.00,1317.96,0.668675
2017,535,WWI LCD19W M100 White,Wide World Importers,Monitors,Computers,11,1969.00,1063.48,0.540111
2017,955,A. Datum SLR-like Digital Camera M400 Black,A. Datum,Digital Cameras,Cameras and camcorders,10,1969.00,1063.50,0.540121
2017,1937,Fabrikam Refrigerator 3.2CuFt E1600 Orange,Fabrikam,Refrigerators,Home Appliances,7,1959.93,960.68,0.490160
2017,1919,Fabrikam Refrigerator 3.2CuFt E1600 Green,Fabrikam,Refrigerators,Home Appliances,7,1959.93,960.68,0.490160
2017,2131,Contoso Coffee Maker Auto 5C E0900 White,Contoso,Coffee Machines,Home Appliances,12,1956.00,958.80,0.490184
2017,2180,Fabrikam Coffee Maker 5C E090 White,Fabrikam,Coffee Machines,Home Appliances,13,1937.00,949.52,0.490201
2017,1112,Fabrikam SLR Camera X147 Silver,Fabrikam,Digital SLR Cameras,Cameras and camcorders,3,1935.00,1293.90,0.668682
2017,960,A. Datum Slim Digital Camera M180 Grey,A. Datum,Digital Cameras,Cameras and camcorders,13,1924.00,1039.22,0.540135
2017,195,Litware Home Theater System 5.1 Channel M510 Black,Litware,Home Theater System,TV and Video,3,1917.00,1035.45,0.540140
2017,382,Adventure Works Laptop12 M1201 Red,Adventure Works,Laptops,Computers,5,1914.75,938.55,0.490168
2017,2369,Contoso Air conditioner 25000BTU L1672 Grey,Contoso,Air Conditioners,Home Appliances,3,1907.97,1275.81,0.668674
2017,644,Proseware Laser Jet Printer E100 Black,Proseware,"Printers, Scanners & Fax",Computers,24,1896.00,929.28,0.490126
2017,196,Litware Home Theater System 2.1 Channel E211 Black,Litware,Home Theater System,TV and Video,7,1889.30,926.10,0.490181
2017,2264,WWI Chandelier M815 Blue,Wide World Importers,Lamps,Home Appliances,7,1879.50,1015.21,0.540148
2017,2216,Adventure Works Chandelier M8150 Grey,Adventure Works,Lamps,Home Appliances,7,1879.50,1015.21,0.540148
2017,1070,A. Datum SLR Camera M141 Blue,A. Datum,Digital SLR Cameras,Cameras and camcorders,6,1872.00,1011.12,0.540128
2017,1514,The Phone Company Smart phones 160x160 M26 Gold,The Phone Company,Smart phones & PDAs,Cell phones,9,1872.00,1011.15,0.540144
2017,1477,The Phone Company Smart phones Unlocked M300 Black,The Phone Company,Smart phones & PDAs,Cell phones,7,1869.00,1009.54,0.540149
2017,1010,A. Datum Bridge Digital Camera M300 Orange,A. Datum,Digital Cameras,Cameras and camcorders,10,1869.00,1009.50,0.540128
2017,330,SV Car Video TFT7 M7001 Brown,Southridge Video,Car Video,TV and Video,6,1854.00,908.76,0.490161
2017,170,SV 16xDVD M330 Black,Southridge Video,VCD & DVD,TV and Video,17,1853.00,1000.79,0.540091
2017,322,SV Car Video LCD7 M7002 Silver,Southridge Video,Car Video,TV and Video,5,1845.00,996.55,0.540135
2017,545,Proseware Screen 125in X1609 Black,Proseware,Projectors & Screens,Computers,4,1836.00,1227.68,0.668671
2017,1491,The Phone Company Microsoft Windows Mobile M200 White,The Phone Company,Smart phones & PDAs,Cell phones,8,1832.00,989.52,0.540131
2017,1471,The Phone Company Microsoft Windows Mobile M200 Black,The Phone Company,Smart phones & PDAs,Cell phones,8,1832.00,989.52,0.540131
2017,344,Fabrikam Laptop12 M2000 White,Fabrikam,Laptops,Computers,5,1830.00,897.00,0.490163
2017,1618,Contoso DVD Player M120 White,Contoso,Movie DVD,"Music, Movies and Audio Books",31,1828.69,987.66,0.540091
2017,2052,Litware Microwave 1.0CuFt E110 Blue,Litware,Microwaves,Home Appliances,13,1819.87,892.06,0.490177
2017,2070,Contoso Microwave 1.0CuFt E0110 Grey,Contoso,Microwaves,Home Appliances,13,1819.87,892.06,0.490177
2017,1986,Fabrikam Microwave 1.0CuFt E1100 White,Fabrikam,Microwaves,Home Appliances,13,1819.87,892.06,0.490177
2017,96,WWI Stereo Bluetooth Headphones E1000 White,Wide World Importers,Bluetooth Headphones,Audio,27,1819.80,892.08,0.490207
2017,1166,Fabrikam Social Videographer 1/3'' 8.5mm E200 Black,Fabrikam,Camcorders,Cameras and camcorders,11,1815.00,889.68,0.490181
2017,493,Adventure Works LCD20 M210 Black,Adventure Works,Monitors,Computers,7,1813.00,979.23,0.540115
2017,1490,The Phone Company Smart phones without camera E100 White,The Phone Company,Smart phones & PDAs,Cell phones,14,1806.00,885.22,0.490155
2017,2006,Fabrikam Microwave 0.8CuFt E0800 Red,Fabrikam,Microwaves,Home Appliances,19,1804.81,884.64,0.490156
2017,1954,Litware Refrigerator 4.6CuFt E280 Silver,Litware,Refrigerators,Home Appliances,6,1799.94,882.30,0.490183
2017,2044,Litware Microwave 2.2CuFt M125 Black,Litware,Microwaves,Home Appliances,9,1799.91,972.18,0.540127
2017,92,NT Wireless Transmitter and Bluetooth Headphones M150 Red,Northwind Traders,Bluetooth Headphones,Audio,12,1799.88,1203.60,0.668711
2017,1952,Litware Refrigerator 19CuFt M760 Silver,Litware,Refrigerators,Home Appliances,2,1798.00,971.16,0.540133
2017,1934,Fabrikam Refrigerator 19CuFt M7600 Orange,Fabrikam,Refrigerators,Home Appliances,2,1798.00,971.16,0.540133
2017,1922,Fabrikam Refrigerator 19CuFt M7600 Blue,Fabrikam,Refrigerators,Home Appliances,2,1798.00,971.16,0.540133
2017,1946,Litware Refrigerator 19CuFt M760 Brown,Litware,Refrigerators,Home Appliances,2,1798.00,971.16,0.540133
2017,399,WWI Laptop16 M0160 White,Wide World Importers,Laptops,Computers,3,1797.00,970.62,0.540133
2017,37,Contoso 8GB Clock & Radio MP3 Player X850 Silver,Contoso,MP4&MP3,Audio,6,1795.38,1200.54,0.668682
2017,629,WWI Screen 113in M1610 White,Wide World Importers,Projectors & Screens,Computers,6,1794.00,1199.64,0.668695
2017,1523,The Phone Company PDA Phone 3.5 inches M320 Black,The Phone Company,Smart phones & PDAs,Cell phones,6,1794.00,969.00,0.540133
2017,2185,Fabrikam Coffee Maker Auto 5C E090 Grey,Fabrikam,Coffee Machines,Home Appliances,11,1793.00,878.90,0.490184
2017,496,Adventure Works LCD19W M100 Black,Adventure Works,Monitors,Computers,10,1790.00,966.80,0.540111
2017,31,Contoso 32GB Video MP3 Player M3200 Orange,Contoso,MP4&MP3,Audio,7,1785.00,1193.57,0.668666
2017,1040,A. Datum Point n' Shoot Digital Camera M500 Azure,A. Datum,Digital Cameras,Cameras and camcorders,9,1782.00,962.55,0.540151
2017,188,SV 16xDVD M350 Silver,Southridge Video,VCD & DVD,TV and Video,15,1753.50,947.10,0.540119
2017,319,SV Car Video LCD9.2W X9281 Silver,Southridge Video,Car Video,TV and Video,2,1738.00,1162.16,0.668676
2017,303,SV Car Video LCD9.2W X9281 Black,Southridge Video,Car Video,TV and Video,2,1738.00,1162.16,0.668676
2017,2459,Litware 180 CFM Vertical Discharge Fan X450 Red,Litware,Fans,Home Appliances,8,1724.96,1153.44,0.668676
2017,1162,Fabrikam Business Videographer 1/3'' 8.5mm M380 Black,Fabrikam,Camcorders,Cameras and camcorders,2,1720.00,929.04,0.540139
2017,2072,Contoso Microwave 0.8CuFt E0080 Grey,Contoso,Microwaves,Home Appliances,18,1709.82,838.08,0.490156
2017,2000,Fabrikam Microwave 0.8CuFt E0800 Grey,Fabrikam,Microwaves,Home Appliances,18,1709.82,838.08,0.490156
2017,2054,Litware Microwave 0.8CuFt E080 Blue,Litware,Microwaves,Home Appliances,18,1709.82,838.08,0.490156
2017,74,NT Bluetooth Active Headphones E202 Black,Northwind Traders,Bluetooth Headphones,Audio,45,1707.75,922.50,0.540184
2017,1081,"Contoso SLR Camera 35"" X358 Silver",Contoso,Digital SLR Cameras,Cameras and camcorders,3,1704.00,1139.43,0.668679
2017,1085,"Contoso SLR Camera 35"" X358 Grey",Contoso,Digital SLR Cameras,Cameras and camcorders,3,1704.00,1139.43,0.668679
2017,981,A. Datum Advanced Digital Camera M300 Pink,A. Datum,Digital Cameras,Cameras and camcorders,9,1696.50,916.38,0.540159
2017,67,NT Bluetooth Stereo Headphones E52 Black,Northwind Traders,Bluetooth Headphones,Audio,66,1695.54,830.94,0.490073
2017,2231,WWI Floor Lamp M215 Black,Wide World Importers,Lamps,Home Appliances,5,1695.00,915.55,0.540147
2017,185,SV 22xDVD X680 Silver,Southridge Video,VCD & DVD,TV and Video,10,1690.00,1130.10,0.668698
2017,2514,Contoso Bluetooth Active Headphones L15 White,Contoso,Cell phones Accessories,Cell phones,13,1689.87,1129.96,0.668666
2017,2513,Contoso Bluetooth Active Headphones L15 Red,Contoso,Cell phones Accessories,Cell phones,13,1689.87,1129.96,0.668666
2017,1908,Fabrikam Refrigerator 1.7CuFt E1200 Brown,Fabrikam,Refrigerators,Home Appliances,13,1689.87,828.36,0.490191
2017,2151,Adventure Works Coffee Maker 4C E080 Silver,Adventure Works,Coffee Machines,Home Appliances,13,1688.70,827.71,0.490146
2017,1710,MGS Age of Empires III: The Asian Dynasties M180,Tailspin Toys,Download Games,Games and Toys,24,1683.12,909.12,0.540139
2017,171,SV 16xDVD E340 Black,Southridge Video,VCD & DVD,TV and Video,17,1683.00,908.99,0.540101
2017,1532,The Phone Company PDA Palm 3.5 inch M810 Black,The Phone Company,Smart phones & PDAs,Cell phones,6,1680.00,907.44,0.540142
2017,1955,Litware Refrigerator 3.2CuFt E160 Silver,Litware,Refrigerators,Home Appliances,6,1679.94,823.44,0.490160
2017,2058,Contoso Microwave 1.0CuFt E0110 White,Contoso,Microwaves,Home Appliances,12,1679.88,823.44,0.490177
2017,1998,Fabrikam Microwave 1.0CuFt E1100 Grey,Fabrikam,Microwaves,Home Appliances,12,1679.88,823.44,0.490177
2017,1235,"Fabrikam Business Videographer 2/3"" 17mm M280 Blue",Fabrikam,Camcorders,Cameras and camcorders,2,1676.00,905.26,0.540131
2017,522,WWI LCD20W M250 Black,Wide World Importers,Monitors,Computers,6,1674.00,904.20,0.540143
2017,1526,The Phone Company PDA Phone Unlocked 3.7 inches M510 Black,The Phone Company,Smart phones & PDAs,Cell phones,7,1666.00,899.85,0.540126
2017,82,NT Wireless Bluetooth Stereo Headphones E302 Pink,Northwind Traders,Bluetooth Headphones,Audio,41,1662.55,897.90,0.540073
2017,691,Proseware Slim-Design Fax Machine with Answering System X180 Grey,Proseware,"Printers, Scanners & Fax",Computers,7,1652.00,1104.67,0.668686
2017,2134,Contoso Coffee Maker Super-Auto 12C X1250 Grey,Contoso,Coffee Machines,Home Appliances,1,1650.00,1103.32,0.668678
2017,1542,The Phone Company PDA Phone 3.7 inches M340 Silver,The Phone Company,Smart phones & PDAs,Cell phones,5,1650.00,891.20,0.540121
2017,2146,Adventure Works Coffee Maker Super-Auto 12C X125 Silver,Adventure Works,Coffee Machines,Home Appliances,1,1650.00,1103.32,0.668678
2017,2170,Fabrikam Coffee Maker Super-Auto 12C X125 Silver,Fabrikam,Coffee Machines,Home Appliances,1,1650.00,1103.32,0.668678
2017,2116,Contoso Coffee Maker Super-Auto 12C X1250 Black,Contoso,Coffee Machines,Home Appliances,1,1650.00,1103.32,0.668678
2017,1151,Fabrikam Budget Movie-Maker 2/3'' 17mm E100 Black,Fabrikam,Camcorders,Cameras and camcorders,4,1640.00,803.88,0.490170
2017,1199,Fabrikam Budget Moviemaker 2/3'' 17mm E100 Grey,Fabrikam,Camcorders,Cameras and camcorders,4,1640.00,803.88,0.490170
2017,2162,Adventure Works Coffee Maker 5C E090 Grey,Adventure Works,Coffee Machines,Home Appliances,11,1639.00,803.44,0.490201
2017,2179,Fabrikam Coffee Maker Auto 5C E090 White,Fabrikam,Coffee Machines,Home Appliances,10,1630.00,799.00,0.490184
2017,724,Proseware Office Jet All-in-One Printer M500 White,Proseware,"Printers, Scanners & Fax",Computers,10,1630.00,880.40,0.540122
2017,95,WWI Stereo Bluetooth Headphones E1000 Silver,Wide World Importers,Bluetooth Headphones,Audio,24,1617.60,792.96,0.490207
2017,2225,Adventure Works Chandelier M6150 Blue,Adventure Works,Lamps,Home Appliances,7,1609.93,869.61,0.540153
2017,1417,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Black,The Phone Company,Touch Screen Phones,Cell phones,6,1608.00,868.56,0.540149
2017,21,Contoso 8GB MP3 Player new model M820 Blue,Contoso,MP4&MP3,Audio,12,1608.00,868.56,0.540149
2017,20,Contoso 8GB MP3 Player new model M820 Black,Contoso,MP4&MP3,Audio,12,1608.00,868.56,0.540149
2017,603,Contoso Projector 480p M480 Silver,Contoso,Projectors & Screens,Computers,7,1603.00,785.75,0.490174
2017,1497,The Phone Company Smart phones Unlocked M300 White,The Phone Company,Smart phones & PDAs,Cell phones,6,1602.00,865.32,0.540149
2017,732,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Green,Proseware,"Printers, Scanners & Fax",Computers,10,1600.00,864.20,0.540125
2017,2484,Litware 18'' Oscillating Pedestal Fan M145 Pink,Litware,Fans,Home Appliances,4,1600.00,864.20,0.540125
2017,1424,The Phone Company Touch Screen Phones - LCD M12 Black,The Phone Company,Touch Screen Phones,Cell phones,8,1600.00,864.24,0.540150
2017,130,"Adventure Works 20"" Analog CRT TV E45 Black",Adventure Works,Televisions,TV and Video,8,1600.00,784.24,0.490150
2017,2407,Proseware Air conditioner 8000BTU M320 Grey,Proseware,Air Conditioners,Home Appliances,4,1599.96,864.20,0.540138
2017,2386,Proseware Air conditioner 8000BTU M320 White,Proseware,Air Conditioners,Home Appliances,4,1599.96,864.20,0.540138
2017,2020,Litware Microwave 2.2CuFt M125 White,Litware,Microwaves,Home Appliances,8,1599.92,864.16,0.540127
2017,2005,Fabrikam Microwave 0.9CuFt E0900 Red,Fabrikam,Microwaves,Home Appliances,16,1599.84,784.16,0.490149
2017,2053,Litware Microwave 0.9CuFt E090 Blue,Litware,Microwaves,Home Appliances,16,1599.84,784.16,0.490149
2017,1895,Contoso Washer & Dryer 21in E210 Pink,Contoso,Washers & Dryers,Home Appliances,1,1599.00,783.78,0.490168
2017,1845,Litware Washer & Dryer 21in E214 Green,Litware,Washers & Dryers,Home Appliances,1,1599.00,783.78,0.490168
2017,1566,The Phone Company PDA Handheld 3.7 inch M630 White,The Phone Company,Smart phones & PDAs,Cell phones,6,1596.00,862.08,0.540150
2017,1039,A. Datum SLR-like Digital Camera M400 Azure,A. Datum,Digital Cameras,Cameras and camcorders,8,1575.20,850.80,0.540121
2017,983,A. Datum SLR-like Digital Camera M400 Pink,A. Datum,Digital Cameras,Cameras and camcorders,8,1575.20,850.80,0.540121
2017,1142,Fabrikam SLR Camera M150 Green,Fabrikam,Digital SLR Cameras,Cameras and camcorders,4,1567.60,846.72,0.540137
2017,1074,A. Datum SLR Camera M142 Orange,A. Datum,Digital SLR Cameras,Cameras and camcorders,5,1560.00,842.60,0.540128
2017,1046,A. Datum SLR Camera M135 Black,A. Datum,Digital SLR Cameras,Cameras and camcorders,5,1560.00,842.60,0.540128
2017,2181,Fabrikam Coffee Maker 4C E080 White,Fabrikam,Coffee Machines,Home Appliances,12,1558.80,764.04,0.490146
2017,2145,Adventure Works Coffee Maker 4C E080 Black,Adventure Works,Coffee Machines,Home Appliances,12,1558.80,764.04,0.490146
2017,1531,The Phone Company PDA Handheld 4.7 inch L650 Black,The Phone Company,Smart phones & PDAs,Cell phones,4,1556.00,1040.48,0.668688
2017,1489,The Phone Company Smart phones Unlocked International M800 Grey,The Phone Company,Smart phones & PDAs,Cell phones,5,1550.00,837.20,0.540129
2017,1519,The Phone Company Smart phones Unlocked International M800 Gold,The Phone Company,Smart phones & PDAs,Cell phones,5,1550.00,837.20,0.540129
2017,79,NT Wireless Bluetooth Stereo Headphones E302 White,Northwind Traders,Bluetooth Headphones,Audio,38,1540.90,832.20,0.540073
2017,2022,Litware Microwave 1.0CuFt E110 White,Litware,Microwaves,Home Appliances,11,1539.89,754.82,0.490177
2017,70,NT Wireless Bluetooth Stereo Headphones E102 Silver,Northwind Traders,Bluetooth Headphones,Audio,32,1534.40,828.80,0.540145
2017,392,WWI Laptop12 M0120 Black,Wide World Importers,Laptops,Computers,4,1531.80,750.84,0.490168
2017,388,Adventure Works Laptop12 M1201 Blue,Adventure Works,Laptops,Computers,4,1531.80,750.84,0.490168
2017,1547,The Phone Company PDA Handheld 3.5 inch M610 Silver,The Phone Company,Smart phones & PDAs,Cell phones,6,1530.00,826.38,0.540117
2017,534,WWI LCD19 E107 White,Wide World Importers,Monitors,Computers,11,1529.00,749.43,0.490143
2017,1731,MGS King& Myths: The Age Collection M340,Tailspin Toys,Download Games,Games and Toys,21,1521.45,821.73,0.540096
2017,620,WWI Screen 100in M1609 Black,Wide World Importers,Projectors & Screens,Computers,8,1520.00,821.04,0.540157
2017,1183,Fabrikam Independent filmmaker 2/3'' 17mm X100 White,Fabrikam,Camcorders,Cameras and camcorders,1,1520.00,1016.39,0.668677
2017,696,Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Grey,Proseware,"Printers, Scanners & Fax",Computers,8,1520.00,821.04,0.540157
2017,408,Proseware Laptop15.4W M518 Black,Proseware,Laptops,Computers,2,1516.00,818.84,0.540131
2017,1457,The Phone Company Touch Screen Phones - CRT M11 Gold,The Phone Company,Touch Screen Phones,Cell phones,8,1512.00,816.72,0.540158
2017,953,A. Datum Advanced Digital Camera M300 Black,A. Datum,Digital Cameras,Cameras and camcorders,8,1508.00,814.56,0.540159
2017,990,A. Datum All in One Digital Camera M200 Silver,A. Datum,Digital Cameras,Cameras and camcorders,8,1504.00,812.40,0.540159
2017,976,A. Datum All in One Digital Camera M200 Pink,A. Datum,Digital Cameras,Cameras and camcorders,8,1504.00,812.40,0.540159
2017,677,Proseware Fax Machine E100 Grey,Proseware,"Printers, Scanners & Fax",Computers,19,1501.00,735.68,0.490126
2017,2083,Contoso Microwave 0.9CuFt E0090 Black,Contoso,Microwaves,Home Appliances,15,1499.85,735.15,0.490149
2017,2047,Litware Microwave 0.9CuFt E090 Black,Litware,Microwaves,Home Appliances,15,1499.85,735.15,0.490149
2017,1999,Fabrikam Microwave 0.9CuFt E0900 Grey,Fabrikam,Microwaves,Home Appliances,15,1499.85,735.15,0.490149
2017,604,Contoso Projector 480p M481 Silver,Contoso,Projectors & Screens,Computers,3,1497.00,733.80,0.490180
2017,580,Contoso Projector 480p M481 Black,Contoso,Projectors & Screens,Computers,3,1497.00,733.80,0.490180
2017,616,WWI Projector 480p DLP12 Black,Wide World Importers,Projectors & Screens,Computers,3,1497.00,733.80,0.490180
2017,309,SV Car Video LCD7W M7081 Silver,Southridge Video,Car Video,TV and Video,3,1497.00,808.59,0.540140
2017,325,SV Car Video LCD7W M7081 Brown,Southridge Video,Car Video,TV and Video,3,1497.00,808.59,0.540140
2017,511,Adventure Works LCD17 E200 White,Adventure Works,Monitors,Computers,15,1485.00,727.95,0.490202
2017,1031,A. Datum Ultra Compact Digital Camera M190 Azure,A. Datum,Digital Cameras,Cameras and camcorders,9,1485.00,802.08,0.540121
2017,1923,Fabrikam Refrigerator 9.7CuFt M5600 Blue,Fabrikam,Refrigerators,Home Appliances,3,1479.00,798.87,0.540141
2017,1941,Litware Refrigerator 9.7CuFt M560 White,Litware,Refrigerators,Home Appliances,3,1479.00,798.87,0.540141
2017,2125,Contoso Coffee Maker Auto 5C E0900 Silver,Contoso,Coffee Machines,Home Appliances,9,1467.00,719.10,0.490184
2017,1435,The Phone Company Touch Screen Phones SAW/On-wall M806 Grey,The Phone Company,Touch Screen Phones,Cell phones,5,1465.00,791.30,0.540136
2017,703,Proseware Laser Jet Color Printer X300 White,Proseware,"Printers, Scanners & Fax",Computers,7,1463.00,978.25,0.668660
2017,1474,The Phone Company Smart phones 160x160 M26 Black,The Phone Company,Smart phones & PDAs,Cell phones,7,1456.00,786.45,0.540144
2017,964,A. Datum Super-zoom Digital Camera X300 Grey,A. Datum,Digital Cameras,Cameras and camcorders,5,1450.00,969.60,0.668689
2017,1006,A. Datum Super-zoom Digital Camera X300 Orange,A. Datum,Digital Cameras,Cameras and camcorders,5,1450.00,969.60,0.668689
2017,1492,The Phone Company Smart phones 4 GB of Memory M300 White,The Phone Company,Smart phones & PDAs,Cell phones,6,1434.00,774.54,0.540125
2017,1083,"Contoso SLR Camera 35"" M358 Silver",Contoso,Digital SLR Cameras,Cameras and camcorders,4,1432.00,773.48,0.540139
2017,468,Proseware LCD19W M100 Black,Proseware,Monitors,Computers,8,1432.00,773.44,0.540111
2017,1095,"Contoso SLR Camera 35"" M358 Gold",Contoso,Digital SLR Cameras,Cameras and camcorders,4,1432.00,773.48,0.540139
2017,742,Proseware Photo Inkjet Printer E290 Green,Proseware,"Printers, Scanners & Fax",Computers,14,1428.00,700.00,0.490196
2017,688,Proseware Laser Fax Printer M250 Grey,Proseware,"Printers, Scanners & Fax",Computers,12,1416.00,764.88,0.540169
2017,993,A. Datum Consumer Digital Camera E100 Silver,A. Datum,Digital Cameras,Cameras and camcorders,5,1405.00,688.70,0.490177
2017,1723,MGS Age of Empires III: The Asian Dynasties E106,Tailspin Toys,Download Games,Games and Toys,25,1400.00,686.25,0.490178
2017,1568,The Phone Company PDA Palm 3.5 inch M810 White,The Phone Company,Smart phones & PDAs,Cell phones,5,1400.00,756.20,0.540142
2017,2050,Litware Microwave 2.2CuFt M125 Blue,Litware,Microwaves,Home Appliances,7,1399.93,756.14,0.540127
2017,2041,Litware Microwave 0.9CuFt E090 Red,Litware,Microwaves,Home Appliances,14,1399.86,686.14,0.490149
2017,26,Contoso 16GB Mp5 Player M1600 Green,Contoso,MP4&MP3,Audio,7,1399.30,755.79,0.540120
2017,589,Contoso Projector 720p M620 White,Contoso,Projectors & Screens,Computers,2,1398.00,755.12,0.540143
2017,217,Litware Home Theater System 5.1 Channel M512 Silver,Litware,Home Theater System,TV and Video,2,1398.00,755.12,0.540143
2017,387,Adventure Works Laptop15 M1501 Blue,Adventure Works,Laptops,Computers,2,1398.00,755.12,0.540143
2017,403,WWI Laptop15 M0150 Blue,Wide World Importers,Laptops,Computers,2,1398.00,755.12,0.540143
2017,311,SV Car Video TFT6.2W E6280 Silver,Southridge Video,Car Video,TV and Video,5,1395.00,683.80,0.490179
2017,494,Adventure Works LCD20W M240 Black,Adventure Works,Monitors,Computers,5,1395.00,753.50,0.540143
